_id,salaryMin,salaryMax
7fr4e,35000,45000
8qfi4,34000,50000
8uud6,35000,40000
7bxrf,40000,65000
8em5f,30000,35000
842xj,30000,35000
8vs52,36000,42000
8l1fl,35000,90000
7gula,40000,100000
8j9e8,35000,55000
8a8b2,40000,60000
7e16d,30000,94000
8434o,35000,60000
7yq1n,45000,50000
7ltgy,35000,45000
7wjix,30000,38000
8w65c,35000,55000
8fm5z,35000,48000
8vgtw,40000,60000
6l7mb,40000,80000
5xa87,35000,60000
8w5vf,30000,59999
7st4c,35000,42000
7y9u0,39000,53000
8vvn0,30000,45000
8spbw,30000,45000
8sk9f,45000,65000
40aeb,30000,35000
8rhq3,35000,50000
8kyqm,36000,52000
8ukqg,32000,36000
8ckea,38461,69230
8uu0s,50000,50000
8vj0c,30000,40000
6nnyk,35000,42000
8pld1,36000,43000
8rzk3,45000,70000
8sqt1,35000,45000
8rhpw,35000,50000
8pnzd,31000,38000
8ab1n,48000,65000
4okqf,34000,36000
8vzvv,29500,53500
8atr9,50000,85000
8j5qx,35000,45000
8lkbp,32000,50000
63m1q,30000,35000
8rxbe,35000,50000
7t0vy,30000,35000
75d7c,35000,50000
7xkxu,32000,50000
8qtk5,35000,40000
8rxap,32000,40000
87kd4,30000,60000
8rxd7,30000,45000
27zbf,30000,40000
8vpn9,32000,45000
6pybj,32000,40000
3wyad,40000,50000
n3rh,35000,50000
8w6h6,32000,37000
8rx8g,35000,50000
619uu,32000,45000
8pmil,40000,50000
8s4i5,50000,60000
8rm5v,38000,45000
3xt3a,35000,50000
8ge2j,35000,50000
8vaco,30000,35000
81u5i,30000,55000
8vumo,30000,70000
76dit,43000,53000
8e0ol,35500,40000
8qug7,32000,45000
8w2lu,35000,50000
4el9y,32000,40000
5s82t,30000,50000
8tgt9,38000,58000
7g7o5,32000,45000
8lk5q,30000,30000
7cnxr,29000,40000
2vw9x,35000,50000
7yq1j,45000,50000
8rdqe,29500,29500
7xh6j,36720,36720
80w4h,38000,48000
8rq05,40000,45000
7z933,40000,60000
8qtju,36000,42000
8s4jj,45000,55000
8rngu,45000,55000
8uytb,32000,35000
7yq1i,37000,45000
8pa3a,32000,36000
7v341,35000,50000
8un22,42300,70000
8vqqe,40000,50000
8qfz5,32000,40000
8sgdx,32000,45000
8d8zm,50000,65000
7u53g,50000,100000
8vqo0,40000,50000
8m6td,33000,36000
2flqd,28590,29590
8a8at,40000,60000
8crav,29000,34000
8un1n,36300,50000
695t1,32000,40000
8t2wj,45000,75000
8bauo,39000,53000
8rx7u,35000,50000
8j5rd,33000,45000
8k8g2,30000,60000
21raq,35000,50000
5ci4a,38461,115384
8ukp2,35000,45000
8ifb3,32000,60000
8p6q3,35000,45000
8ov08,39000,49000
8u03b,32000,50000
8v36g,30700,30700
8sjuk,36000,42000
8rvpx,29500,40000
8sge1,32000,45000
8gwn9,40000,50000
5j4m6,35000,60000
8nrq7,30000,40000
8rx73,35000,50000
8q8ap,35000,45000
86e00,33000,43000
8vi8l,35000,50000
8piox,35000,60000
855nb,35000,45000
7osi7,36000,50000
7pwxm,36000,70000
8vumt,30000,70000
8ehwr,40000,50000
8o7uo,30000,35000
8v8wt,45000,50000
85joq,50000,80000
7kpls,40000,55000
8trkh,50000,55000
7aw4p,46153,61538
3zbk0,55000,80000
80dpw,33000,55000
7ks72,40000,60000
76zcp,52000,60000
3tbpk,40000,60000
8vm8z,45500,57500
6v94u,40000,70000
8rddg,30000,50000
6cop1,40000,60000
8f09b,40000,80000
2mmmy,35000,60000
8drzd,45500,57500
7iaoo,92307,138461
78tqx,40000,80000
8w2em,40000,80000
8map0,45000,65000
7aw59,53846,61538
8vlx7,45000,80000
8gvzd,35000,45000
666ha,55000,80000
6hq7p,60000,70000
8k28r,30000,60000
7i0og,30000,60000
3y9hm,40000,70000
7iaue,92307,138461
8tnfr,76923,115384
6jmgn,35000,50000
810un,40000,50000
87t0g,50000,70000
7dth4,40000,75000
8mmb6,34000,50000
6azd2,30000,60000
4vo3p,32000,41000
7gh45,45000,60000
7ij5n,40000,60000
8lkox,40000,60000
6xaj0,40000,45000
8uuq1,50000,70000
2wwq4,28590,73000
8jjv1,60000,100000
4mmga,30000,65000
7och4,50000,130000
8sq23,39500,50300
7ehsi,40000,45000
7qxis,30000,50000
8j9bq,34000,40000
8au7l,76923,115384
87231,40000,60000
8vmus,112500,137500
844b3,30000,30000
7iuee,34200,50200
74y02,90000,110000
8uiho,80000,85000
7uceq,30000,40000
7f9f8,30000,60000
8oohh,40000,80000
8vv8c,130769,153846
74xzl,65000,90000
46htn,40000,50000
3z0ur,40000,60000
6z8xt,30000,60000
30op8,36000,56000
7huji,32000,50000
8mgzw,30000,60000
7hzuw,48000,65000
8jjv0,80000,150000
8ab7j,45000,50000
4q2jk,35000,45000
7o2sk,40000,70000
8vmfb,80000,100000
8pup9,40000,45000
8w3t1,40000,50000
7ibdj,30000,34000
8u5db,45000,70000
7o3ti,40000,80000
4yz6h,30000,50000
6w14m,50000,70000
83uzy,36000,60000
8wcb1,35000,45000
6fxf3,50000,120000
7rdz4,30000,60000
2wvs0,28590,73000
8kjau,35000,60000
8w5nf,45000,60000
65pyf,30000,60000
7ljvw,29000,36000
mtk9,36000,70000
8aoyv,40000,50000
8vodb,35000,35000
8kcg4,45000,55000
6zy6n,37580,50000
7ou2k,30000,50000
7k7gl,40000,60000
7nlhx,42000,60000
41xgg,30000,45000
7wnno,35000,40000
8axlh,48000,85000
8t8xq,50000,85000
24xmd,40000,60000
8bl5z,43000,50000
5jcqn,35000,60000
3v8j4,28590,73000
4tt84,35000,45000
6jdjh,45000,60000
