_id,salaryMin,salaryMax
8v71p,0,0
8t8em,0,0
8vwnw,0,0
88p1o,0,0
8v8j4,0,0
8jsgy,0,0
7iuci,0,0
8rbyf,0,0
8u7vu,0,0
7d7d7,0,0
8028j,0,0
8utzt,0,0
8j944,0,0
8vxcn,0,0
8drrw,76923,9999999
8fey9,0,0
8rf8o,0,0
8p78s,0,0
8w0h3,0,0
7nqeu,0,0
8mxn5,0,0
8neql,40000,9999999
8gdtt,0,0
7fmiq,0,0
8bnpb,0,0
8o2mn,0,0
69znf,0,0
7x6pm,0,0
74919,0,0
8snr2,0,0
8v5xo,0,0
836ib,0,0
896m5,0,0
7ccmd,40000,9999999
85jvr,0,0
8pfrw,0,0
8rist,0,0
86zuc,60000,9999999
8rby4,0,0
8tm6z,0,0
8me61,40000,9999999
8tkjf,0,0
8nkok,0,0
8qb8y,0,0
8kuws,0,0
8q4u3,0,0
8rp7u,0,0
7bfme,70000,9999999
7ww4q,0,0
8rpxb,0,0
8io7x,60000,9999999
7zd1k,0,0
8q54a,0,0
8u1ef,0,0
7e0dl,0,0
8m42f,0,0
8p4lh,0,0
8un1o,0,0
8tr8j,0,0
8ig7n,0,0
8hr3u,0,0
8vkmq,0,0
87tfr,0,0
7uv4x,0,0
8jqd2,80000,9999999
8tgjx,60000,9999999
8que5,0,0
8kvqj,50000,9999999
7t6kc,50000,9999999
8cjtz,0,0
8v6dx,0,0
8voqb,0,0
8vonl,0,0
8o9fv,0,0
8vmru,0,0
8k6ku,0,0
8sg03,0,0
8rkkd,0,0
8q6f2,70000,9999999
8vu6w,0,0
8h0v9,0,0
84pqk,0,0
8umck,0,0
8vq51,0,0
8w5wm,0,0
8g4gd,0,0
7d2zh,0,0
8jigh,0,0
7jn77,0,0
8mv55,0,0
8g1qh,0,0
8n80a,0,0
8vlf8,0,0
8j8yy,35000,9999999
8v1rj,0,0
8vomp,0,0
8u0m2,0,0
8sym4,0,0
8tmfp,0,0
84r6i,0,0
8st8k,0,0
8tw25,0,0
7szhl,0,0
8qs5f,0,0
8usca,0,0
8v4wj,0,0
8k0rq,0,0
8kezo,0,0
8qrsa,0,0
7ayj2,0,0
8j603,0,0
8ul3m,0,0
8u8nh,0,0
8q614,43000,9999999
8umbu,0,0
8swfx,0,0
7hdwo,38000,9999999
8tptm,0,0
8trdc,0,0
8m5j7,0,0
7j4oy,0,0
8vmhn,0,0
7avlw,0,0
8vhkl,0,0
8qs4r,0,0
7iteu,0,0
8qs57,0,0
8u18e,0,0
7avjr,0,0
6wxkx,0,0
8vw29,0,0
87o5r,0,0
8nc0z,0,0
8u9v4,0,0
8u1dq,0,0
8vtrp,0,0
8vqx4,0,0
7weov,0,0
8twjp,0,0
8ivh9,0,0
8vlpe,60000,9999999
81unx,0,0
8ltp3,0,0
8vfsv,0,0
8gd9z,0,0
8rb5y,0,0
6u8ho,0,0
8w36r,0,0
77nm0,0,0
6kqq3,60000,9999999
8vlnd,0,0
7z1vb,50000,9999999
8uaus,0,0
8dbqn,0,0
8vklj,0,0
7e9h2,0,0
8t9j8,900000,9999999
8w0dc,0,0
6v6qp,0,0
7zdkm,0,0
8200e,0,0
8t7ol,0,0
8eilj,0,0
8m48o,0,0
7vm6m,0,0
82djn,0,0
7jofb,0,0
7aqn0,0,0
8ul2y,0,0
8re3s,0,0
8os0k,0,0
8uc1v,0,0
8uijg,0,0
8o2fo,0,0
4yw08,0,0
84jdr,50000,9999999
7z7fw,0,0
8v3t9,0,0
7ptib,0,0
8ojv4,0,0
7uxlj,35000,9999999
8qy6w,0,0
8gq9l,40000,9999999
8vklt,0,0
7meew,0,0
8rdc6,0,0
8pwoe,0,0
8ikjk,100000,9999999
8w59x,0,0
85f3b,60000,9999999
8jn9a,0,0
8f0mv,0,0
5brs5,0,0
6wup8,0,0
8k2xp,0,0
6txcg,0,0
8jy17,0,0
7zzuf,0,0
7olmb,0,0
8rg78,0,0
8vgcl,0,0
30z3e,38000,9999999
8vms3,0,0
8k4vx,0,0
6ggy8,0,0
8vih9,62162,9999999
8nh9r,60000,9999999
8uawx,0,0
8dbou,0,0
89aca,0,0
83ok1,50000,9999999
8vcap,70000,9999999
8v39x,0,0
7lqkd,0,0
8ig97,0,0
8uvt5,0,0
8oahz,0,0
8v1k7,0,0
7xm8d,31000,9999999
8m9o9,0,0
6x8ek,0,0
8el41,0,0
8qfeu,0,0
8r6el,0,0
8ox8a,0,0
7o8y9,70000,9999999
8pq6w,0,0
8kal2,0,0
8v9ay,0,0
80c2q,0,0
89x8i,70000,9999999
8mx08,0,0
80oqh,0,0
8nt6m,0,0
881vi,0,0
7tibw,0,0
7wr2l,0,0
8tfos,0,0
7ob2g,0,0
87fz6,38388,9999999
882hu,0,0
6nqi9,0,0
8ujaj,0,0
85xs3,0,0
7oja0,50000,9999999
8w3xh,0,0
87w3c,0,0
87ny9,0,0
6pw99,0,0
8vgs5,42775,9999999
8n8v0,44000,9999999
8n8z2,44000,9999999
8som9,0,0
8sbhs,0,0
8sbht,0,0
5p130,0,0
8w2gc,0,0
8vonu,0,0
75p15,0,0
7kp3p,0,0
8w8nx,0,0
8w0pr,0,0
7jzf9,0,0
6wrpq,0,0
6kwfe,0,0
7ccog,0,0
8w2dn,0,0
7zu3d,0,0
8asu8,75000,9999999
8su48,0,0
8lupp,0,0
81x0u,40000,9999999
8vmrp,0,0
3svlg,130000,9999999
7zk5o,0,0
7sjd3,0,0
8nfe7,123076,9999999
8t67y,0,0
8urnq,0,0
8w4gp,0,0
7optv,0,0
8vhx5,0,0
8ufs5,0,0
6ylyq,0,0
8w77u,0,0
7lxbx,0,0
8b7bk,0,0
8w5j7,0,0
8ssr5,0,0
8kqrw,0,0
8w8sv,0,0
8uy0v,0,0
8vfef,0,0
8v6ll,0,0
8v88o,0,0
8rgsq,0,0
8tnwm,0,0
8t4at,0,0
8w2fo,0,0
8dmz2,0,0
8oyx7,0,0
8t3pz,0,0
7ce7b,0,0
8up7l,0,0
8phya,0,0
8k4n4,0,0
8sltw,0,0
8swjj,0,0
8w8t8,0,0
8tb3h,0,0
8hxup,0,0
8rjnp,0,0
8tnvx,0,0
8v8un,0,0
809pf,0,0
8w6vi,0,0
8cw2e,0,0
8rnnk,71000,9999999
8euyh,0,0
7rxs4,0,0
8w10l,0,0
8vu1u,0,0
7t92p,50000,9999999
8mwzi,0,0
895le,0,0
7l9mt,0,0
8s6ll,0,0
8qcdg,0,0
8ul7u,0,0
818me,0,0
8w43m,0,0
8vnjf,0,0
8cfih,0,0
8vsr8,70000,9999999
8w6ye,0,0
8i27h,0,0
8q1mz,0,0
8vtvc,0,0
8v91n,200000,9999999
8ufye,0,0
8u91z,0,0
8j8ao,0,0
8tnui,0,0
7o1pp,0,0
8w41z,0,0
8cd2x,0,0
79a7r,0,0
8tz7r,0,0
8d8x0,0,0
8vxzb,0,0
8sbzf,0,0
8sgq7,0,0
87w0b,0,0
8dbov,0,0
8udry,0,0
8vidd,55000,9999999
8ku1j,0,0
8eczt,0,0
7orab,0,0
8sk8g,0,0
8euyp,0,0
78nqc,0,0
8vft6,0,0
8w1db,0,0
8rfg3,0,0
8w04a,60000,9999999
87hfw,0,0
8uot7,0,0
8ofgu,0,0
8i1us,0,0
8vv61,0,0
83afk,0,0
8s27e,0,0
8s2xs,0,0
8sowh,0,0
7rxoo,0,0
773uf,0,0
8om4j,0,0
8matm,0,0
7iin5,0,0
8taqv,0,0
8q1nb,0,0
80ccu,0,0
7eem4,0,0
8m54c,0,0
8tr1i,0,0
8uqdp,0,0
8txwn,0,0
4atiw,0,0
8vka0,0,0
8w2wt,0,0
8uv2b,0,0
7amz2,0,0
3ezxq,0,0
8mgox,0,0
8mx2j,0,0
7z9an,0,0
8lm5x,0,0
8vwya,0,0
8up1m,0,0
7l0t6,0,0
8vn76,0,0
83wlo,0,0
8w2au,0,0
8w6ys,0,0
2zu2e,0,0
8uftv,0,0
8vazu,0,0
8vxg8,0,0
8b8bs,40000,9999999
8ttei,0,0
8vq68,0,0
8u9pl,0,0
86yyz,0,0
7ovbk,0,0
8rcw1,0,0
5572i,0,0
8r2lk,0,0
7a7hl,0,0
8tpxh,0,0
43gvt,0,0
8qvc2,0,0
8lywq,0,0
8t7f3,0,0
8rip4,0,0
8e1a0,0,0
8khew,0,0
8khc2,0,0
8qpcu,0,0
8cam8,0,0
7kn6f,0,0
89sn1,0,0
8thjv,0,0
8n1sc,0,0
8s6ao,0,0
8skw5,0,0
7kwql,0,0
69za2,0,0
8k3ea,0,0
8pxg4,0,0
8ired,0,0
8uh36,0,0
8ssu7,0,0
8uuul,0,0
8vc3o,0,0
8r6fl,0,0
88nmv,0,0
8w045,48000,9999999
7bs87,0,0
8p2lr,53846,9999999
8u464,0,0
7w11k,0,0
802v4,0,0
8t7zj,0,0
8nqpy,0,0
8uqyp,0,0
8vg0y,0,0
8qfjt,0,0
8v9sk,0,0
8tb5h,0,0
8lmdw,0,0
88gbx,0,0
8qfji,0,0
8kpm3,0,0
5p0dz,0,0
8sa9q,0,0
8k61u,0,0
8uizt,0,0
8uzmg,0,0
7ni06,0,0
8soqw,0,0
8v1d9,0,0
8hzog,0,0
81avq,0,0
76ive,0,0
8uqun,40000,9999999
8gx5n,0,0
8j4el,0,0
8qfgp,0,0
8n5z5,0,0
890rl,0,0
3nhir,0,0
7z55c,0,0
8oqay,0,0
7vi6p,0,0
8ntvd,0,0
79we1,0,0
7du5n,0,0
7yqai,0,0
8rv5n,0,0
8qtem,0,0
8kk3v,0,0
883dp,0,0
6jw66,0,0
8swlp,0,0
8e74p,0,0
8g83r,0,0
8vwyb,35000,9999999
8ofn5,0,0
81syq,0,0
8bnuk,0,0
8rz91,30000,9999999
8rsob,0,0
76ih4,0,0
8uh25,0,0
867fl,0,0
8qxr4,0,0
8vbxc,0,0
7eccs,0,0
8hnae,0,0
7v2ur,0,0
8461d,0,0
87ps5,40000,9999999
7abq4,0,0
7q6s9,0,0
8d5t3,0,0
8ly90,30000,9999999
8vg1b,0,0
8cqnw,0,0
8jhmd,0,0
8f9wt,50000,9999999
8ly9j,30000,9999999
8rtpk,0,0
8n9um,0,0
8pxgv,0,0
748r7,0,0
7bsfh,0,0
76p33,0,0
8oi8r,50000,9999999
45jho,0,0
8vs67,0,0
8u9kr,0,0
8ku3w,0,0
8ium1,0,0
7gt32,50000,9999999
79zrr,30000,9999999
8ub88,0,0
7ggwg,0,0
8rmu3,0,0
8b1ti,0,0
8v19y,55000,9999999
6het0,0,0
83b29,0,0
8v4ya,0,0
8vq47,0,0
8o07k,0,0
8vr37,0,0
8l1gs,0,0
8w5x0,0,0
820nb,0,0
8saa6,0,0
8nyln,0,0
87dt3,0,0
65x2j,0,0
8835k,0,0
8hif1,38000,9999999
8oc9p,0,0
8m13h,0,0
8fj1p,0,0
8vvuc,0,0
8m8ke,0,0
8qfcf,0,0
8muw7,0,0
8o2ik,0,0
7h0os,0,0
6h0z5,0,0
8hy50,0,0
8ckjw,0,0
8vwxu,0,0
6non1,0,0
7ppks,40000,9999999
8vq4a,0,0
8muvr,0,0
8rax9,0,0
8bl7t,40000,9999999
8riln,0,0
8rzy8,0,0
8oiaz,0,0
74ta8,0,0
6wilv,0,0
6nzm3,0,0
7o9ho,0,0
8qfj6,0,0
8pnwm,0,0
8iy9i,0,0
7ve30,0,0
7jp7b,0,0
8qd1k,0,0
8sfz9,0,0
8bp89,0,0
8tzqu,0,0
6z9qm,0,0
8ofoc,0,0
8ulyt,0,0
8umtj,0,0
7fywv,0,0
6bicx,0,0
6gcl5,0,0
8djcc,0,0
81yfg,0,0
8u8ek,0,0
8dplw,0,0
86p53,0,0
8qfku,0,0
8lqk1,0,0
8khea,0,0
7krmg,0,0
8vowu,0,0
8j10p,35000,9999999
5vnss,0,0
7bidz,0,0
8cmor,0,0
8iafh,0,0
8ujq0,0,0
8580h,0,0
8q115,0,0
8vjgk,0,0
8w8f6,0,0
8dxny,0,0
8vkgs,0,0
8uyqe,0,0
8ts54,46000,9999999
7xm8u,0,0
8p2v8,0,0
8ihrv,0,0
7hpkl,0,0
8r7s9,0,0
83pwo,0,0
839mg,0,0
8sfun,0,0
7bl0d,0,0
87vll,0,0
8sfyv,0,0
8qflh,0,0
8ugc8,0,0
8l1gt,0,0
7e376,0,0
8iy7p,0,0
8nwqc,0,0
8sso8,0,0
870o4,0,0
8j867,0,0
8s9jg,0,0
7vmmw,0,0
8sr49,0,0
8nphp,0,0
8r9a8,0,0
8gf8t,0,0
8ux64,0,0
8vlyr,0,0
8q8xp,0,0
8rpwn,0,0
8b9zd,0,0
8ppey,0,0
8m7ay,0,0
81k17,0,0
8uulm,0,0
8nwto,0,0
8li1s,0,0
87vm6,0,0
8im9q,60000,9999999
8nt4n,0,0
8rom4,0,0
8lhtm,0,0
8vb2s,0,0
85y9y,0,0
7jt71,0,0
8sfy2,0,0
8ug15,0,0
75zso,0,0
8s00u,0,0
8qfsf,0,0
7e9wl,0,0
83ucn,0,0
8rvj0,0,0
7kb88,55000,9999999
8ljvi,0,0
70mim,0,0
83y5p,0,0
7so59,0,0
7khs0,50000,9999999
8ky57,0,0
8ku3m,0,0
8pmqv,0,0
8saan,0,0
8otb6,0,0
8tlim,0,0
7n20l,0,0
8w31a,0,0
8soyg,0,0
8vnw1,0,0
60m8d,0,0
8vv63,0,0
8sdt9,0,0
78g0k,0,0
8s6sv,0,0
8brfo,0,0
7l0x7,0,0
6nof8,0,0
89c5m,0,0
8okex,0,0
8san7,0,0
8lfsi,0,0
8bvhf,0,0
8gxy9,0,0
875gi,0,0
8v84m,0,0
8cr2p,0,0
8w3rx,0,0
8jfw6,0,0
75zsq,0,0
4z0gy,92307,9999999
7danj,0,0
8o3fh,0,0
8vljm,0,0
7so5b,0,0
8dkps,0,0
8w3b1,0,0
8qfif,0,0
81zg1,40000,9999999
8se6h,0,0
6bbm5,0,0
6qaxx,0,0
6im29,0,0
4g48h,50000,9999999
7xcug,0,0
8uume,0,0
8nzcs,0,0
8w62d,0,0
7ixnp,0,0
8i6z2,0,0
7zdxi,0,0
7b9o3,0,0
8nc0x,0,0
89i21,0,0
8w1dt,0,0
8ttvr,45000,9999999
70tf5,0,0
7dhdp,0,0
8oia7,50000,9999999
7r41b,0,0
8u99b,0,0
87nbi,0,0
7qmnr,0,0
8uhqh,0,0
70ke4,0,0
8vopu,0,0
8r8gd,0,0
7945e,0,0
42ipc,0,0
8vmam,0,0
8m247,40000,9999999
8vb2q,0,0
8ucmm,0,0
8ba8o,0,0
8v81e,0,0
7du3k,0,0
3e1bl,0,0
8urzr,0,0
3rw24,0,0
88rma,0,0
88ufc,0,0
8rtqm,0,0
6km6y,0,0
8u8d4,0,0
8homz,0,0
8u7jg,0,0
8nkg0,0,0
7w16n,0,0
8saav,0,0
6zyrd,0,0
8ssnc,0,0
8sx4v,0,0
81o9e,0,0
8vopw,0,0
8tquj,0,0
8abe8,0,0
6ay95,0,0
8vll4,0,0
8nsoo,0,0
8vbjl,0,0
8t97q,0,0
8r8pu,0,0
7kto1,0,0
8uimk,0,0
8pmsl,0,0
6d35u,0,0
8m2l9,0,0
2qkpc,35000,9999999
8w84a,0,0
8vtyv,0,0
298hf,0,0
6n9f8,40000,9999999
8nec6,0,0
8t2e9,0,0
8umcc,0,0
88p31,0,0
8ty97,0,0
8e6sq,0,0
7feys,0,0
8v80z,0,0
8v9mp,0,0
7n2e2,0,0
8visk,0,0
7o52w,0,0
8w4wh,0,0
7uqyj,0,0
8mat1,0,0
8s5hv,0,0
51mwy,0,0
8chec,0,0
89mjj,0,0
764iu,0,0
8tuhl,0,0
86ita,55000,9999999
8vt8u,0,0
8v6wd,40000,9999999
8gwmj,0,0
8qssf,0,0
77prd,40000,9999999
8vier,0,0
77icd,0,0
7czji,0,0
8a68l,0,0
7fo0v,0,0
8vmnl,0,0
8tedo,0,0
8oqb0,0,0
8t166,0,0
871rc,0,0
5b1gp,0,0
2n875,0,0
8vfpb,0,0
8qdcj,0,0
8vlyc,0,0
8oqmv,0,0
8tap5,52000,9999999
5r4gs,0,0
816oy,0,0
8p1h5,0,0
85vpz,0,0
8rxmb,0,0
8ujq1,0,0
4joc1,0,0
8vuiq,0,0
8bxhz,0,0
8rjdo,0,0
8dxnw,0,0
8rsr3,0,0
8vspw,48000,9999999
8jn0s,0,0
6u99m,0,0
84av9,0,0
8vs72,0,0
8niq0,0,0
8dl4q,0,0
6o1zo,0,0
8ql7q,0,0
8dguk,0,0
72toj,0,0
8v4to,0,0
7fvj0,0,0
7x13g,0,0
8tdl4,0,0
8s83i,0,0
8qwqa,0,0
66qmn,0,0
8tw5j,0,0
8uwwg,0,0
80d2w,0,0
8rf0s,0,0
7n44n,0,0
8lfy1,0,0
7beje,0,0
8t8xh,0,0
8uodl,0,0
8iuur,0,0
8ttbs,44000,9999999
7ibur,0,0
8o31e,0,0
8qxnm,0,0
43g75,0,0
7ikvc,0,0
8um0y,0,0
8tee7,0,0
8uw7h,0,0
8sgac,96000,9999999
8a1mz,0,0
8sgad,96000,9999999
6taz9,0,0
89eql,0,0
8n08o,45000,9999999
6xfqv,0,0
8uj0w,0,0
8syfo,0,0
8vnqq,0,0
8sdsm,0,0
8sosy,0,0
646hc,0,0
4ctog,0,0
7qvtn,0,0
6uzje,0,0
88j4v,0,0
8cgj6,0,0
8p3pi,0,0
8ubfa,0,0
8o875,0,0
8ki4x,0,0
8b5d2,0,0
4rxgc,0,0
7xanx,0,0
5z01g,0,0
8in2m,0,0
8w42z,0,0
8uafs,60000,9999999
8nv0o,0,0
7p17h,0,0
8n044,40000,9999999
8vxb3,0,0
8k450,0,0
8uitr,0,0
8eduo,0,0
8nrro,0,0
8ntkm,0,0
8b1tv,0,0
34wqr,0,0
8rbzk,0,0
5lmor,0,0
8s5dr,0,0
8i078,0,0
8rtq1,0,0
8shor,0,0
8lj1m,0,0
8n3ui,0,0
8w2ta,0,0
8ng9r,0,0
8uj1i,0,0
8no4h,0,0
8p0yv,0,0
8uzt2,0,0
8nn0a,0,0
8vaqr,0,0
8v6ou,0,0
8sxvf,0,0
772m3,0,0
7fzdz,0,0
8g4w5,0,0
8booq,0,0
7yr1c,0,0
8tvgp,0,0
7zdtl,55000,9999999
85unr,0,0
8ut2y,0,0
8pux7,35000,9999999
8sfww,0,0
8slme,0,0
8ntpo,0,0
8ue15,0,0
7lh3l,0,0
760w9,0,0
73r5t,0,0
7w6g8,0,0
8ppgw,0,0
8pe5p,0,0
8ruui,0,0
69q71,0,0
85bc5,0,0
8l1vm,0,0
8voka,0,0
8reof,0,0
816pg,0,0
7uqz5,0,0
5nusb,0,0
70nmt,40000,9999999
8lwq3,0,0
6xy75,0,0
8q1ff,0,0
8jddq,0,0
8n4nv,0,0
779pr,0,0
85fhm,0,0
8jj72,0,0
75uwc,55000,9999999
5sdae,0,0
8tee5,0,0
8teep,0,0
7ihms,0,0
8uazi,0,0
grbt,0,0
63fzf,0,0
5dwfl,0,0
8nryg,0,0
8piqy,0,0
8i67f,0,0
8m9g0,0,0
6mqth,0,0
7z4mg,0,0
7e63k,0,0
8vhqa,0,0
8jtwx,0,0
8keg3,0,0
8r6f1,0,0
8ckru,0,0
8qqv9,38000,9999999
8c93a,0,0
8tfyp,0,0
72nrn,0,0
7z3fe,0,0
5b0uh,0,0
8voqh,0,0
8pjyd,0,0
8ljag,0,0
6zco5,0,0
847sk,0,0
89udf,0,0
86y8k,0,0
8pizi,0,0
8tfu7,0,0
8lm15,0,0
8ngua,0,0
8uw5n,0,0
8mczc,0,0
6x0bk,0,0
8jag4,0,0
765nr,0,0
8hx8r,0,0
6fedg,0,0
8cury,0,0
849h5,88461,9999999
5dbi6,60000,9999999
8tnrj,0,0
8q167,40000,9999999
6iqed,45000,9999999
8u1d1,0,0
8i62y,0,0
8w2m4,0,0
7yw5c,0,0
8vgbj,85000,9999999
8w2sd,0,0
6bwgi,0,0
8vfoz,0,0
8n2ob,0,0
8qjto,50000,9999999
8lixq,0,0
8v81a,0,0
8efw7,0,0
8ueu2,0,0
8tfn7,0,0
8v5y7,0,0
7z809,0,0
8ssl5,0,0
8n411,40000,9999999
8dks3,0,0
8qysk,0,0
8n9rz,0,0
7cozl,0,0
6pu5r,0,0
8scu6,0,0
76l9t,0,0
8slgk,0,0
6duw5,0,0
8sk3m,0,0
7xl2a,0,0
8vsff,0,0
8uvum,0,0
8o2zr,0,0
6kg7d,38000,9999999
7bw0s,0,0
8tjta,0,0
873ys,0,0
7yuar,0,0
7dirx,0,0
8juju,0,0
7qmgd,0,0
8ul8p,0,0
8kjc4,0,0
8crjt,0,0
7flqy,0,0
8h367,0,0
6uvdz,0,0
8r4qy,0,0
7eu9x,0,0
8iy8u,0,0
8tapa,52000,9999999
8tg1a,0,0
8mvsa,0,0
8mvqv,0,0
7uevf,0,0
80ne5,0,0
85zu7,0,0
8vt27,50000,9999999
8hg59,0,0
845g6,0,0
r3u8,0,0
8vbwz,0,0
8kzsu,0,0
6rzbn,0,0
8q6em,0,0
8rn4k,0,0
7ho8d,0,0
8lpxv,0,0
8kzta,0,0
8ouip,0,0
8p18a,0,0
8v5op,0,0
6ycck,0,0
442bp,0,0
8r76p,0,0
8nllt,0,0
8uyl3,0,0
791zh,0,0
8l617,40000,9999999
6jano,0,0
74h9b,0,0
8v633,0,0
8rhss,0,0
6yx95,0,0
8ae6b,50000,9999999
8s2va,0,0
8kyi1,0,0
7n2l5,92307,9999999
8vt2j,50000,9999999
8uh3k,0,0
7qtdo,35000,9999999
4h99c,0,0
7ycje,0,0
8v811,0,0
7l9vl,0,0
8vcz4,0,0
8cuot,37000,9999999
7mkqf,0,0
7ecax,0,0
6u95a,0,0
8uykx,0,0
73w9s,0,0
58xv4,0,0
8aebg,0,0
84m32,0,0
6f3nu,0,0
7mk9q,0,0
7r5by,0,0
8w8rk,0,0
8toak,0,0
8t2it,75000,9999999
2cxy4,0,0
8kzt9,0,0
8uj1y,0,0
8kzsm,0,0
8u7jh,0,0
8ip7n,0,0
7q4wh,0,0
8tzj4,0,0
7au99,0,0
7dl67,0,0
8vv6o,0,0
8of1m,0,0
8kjdo,0,0
817gq,50000,9999999
8ulg3,0,0
8tyi6,45344,9999999
7z7cv,0,0
7nblb,0,0
8pln0,0,0
6i7pc,0,0
3k39u,0,0
8nala,0,0
8jaxj,0,0
84muw,0,0
8u82j,50000,9999999
8pu4v,0,0
8iaza,0,0
8rilq,0,0
85gbn,60000,9999999
8qxls,35000,9999999
8s4c6,47000,9999999
8teie,0,0
8w4h5,0,0
8nhfx,60000,9999999
77kn6,0,0
8umes,0,0
8e4f8,0,0
8jsjs,0,0
8hyz6,0,0
8syt1,0,0
8w4nt,40000,9999999
8je0w,115384,9999999
8l6t3,0,0
8orjs,0,0
8433o,0,0
8gdjt,0,0
7mhvn,0,0
8m28w,0,0
8arx2,0,0
8k7b1,0,0
8s5jr,37100,9999999
7zt96,0,0
83cbr,0,0
4sji4,32000,9999999
7pkda,0,0
8tmm9,0,0
7yjsh,40000,9999999
7nq2e,0,0
3hdl3,0,0
7z7iz,30000,9999999
8v6bl,0,0
8gsdz,0,0
8w7to,0,0
8n5pu,0,0
7meqs,0,0
8sm7l,40000,9999999
5dtl9,0,0
7mnir,0,0
8j3fe,40000,9999999
7u3i6,0,0
8ka79,0,0
8w3sn,0,0
6ug1i,0,0
8uqe4,0,0
8ipsb,0,0
8dxvf,61538,9999999
8oyv5,0,0
7kn5g,0,0
3rfws,70000,9999999
7rc47,0,0
8e70y,74461,9999999
8qxce,0,0
8szin,0,0
4aac4,0,0
6xsxs,37000,9999999
8uzxq,50000,9999999
8bb6l,0,0
8bq2k,0,0
8w6if,38000,9999999
8tfbi,78000,9999999
77psw,35000,9999999
5n65x,35000,9999999
8ka6d,0,0
8s3ao,0,0
8n9nk,50000,9999999
7vwoe,55000,9999999
7zl2z,0,0
8qnnb,0,0
8s4cq,55000,9999999
8tavq,40000,9999999
8uevd,0,0
7rhwh,50000,9999999
7pvn1,35000,9999999
8ogkh,40000,9999999
44jll,0,0
8s5h6,55000,9999999
71dca,0,0
7f30c,0,0
4v0vp,0,0
8snim,0,0
8ufvz,0,0
8kus5,0,0
8kevy,40000,9999999
8vgkq,0,0
8vzub,40000,9999999
82c3c,40000,9999999
8ap2c,0,0
8t4ef,0,0
8vgf4,50000,9999999
81kbq,0,0
8vy5p,0,0
6hxzx,0,0
8sw70,0,0
81r22,70000,9999999
8cqwm,43000,9999999
776w0,0,0
8fd7p,45000,9999999
8ut2x,0,0
7yi72,0,0
8rgsd,0,0
866jr,0,0
8nqxl,0,0
807ww,0,0
8jwgw,100000,9999999
8w8vf,50000,9999999
5grdf,0,0
8psrw,35000,9999999
8bqvm,0,0
7paqf,0,0
7rpcv,0,0
8r6vw,0,0
8prtl,33000,9999999
8b5az,50000,9999999
8pjjj,0,0
8pebi,0,0
8q7o3,0,0
7bkbt,0,0
8l0ig,0,0
8trp6,0,0
78u57,0,0
7qzlv,75000,9999999
7zdvq,0,0
8usgh,0,0
8rfai,40000,9999999
7i98z,50000,9999999
8vavq,0,0
7aoe4,0,0
8w66w,0,0
7ugal,0,0
8pafa,0,0
8idt8,70000,9999999
8k3yj,0,0
8rijb,0,0
8htwq,0,0
8c9vr,40000,9999999
6qu6y,0,0
8snd3,0,0
8uh10,0,0
7zrxf,0,0
6qy8h,32000,9999999
7fzau,0,0
8nh2n,0,0
8ozvs,0,0
8e9yj,0,0
8vql3,46000,9999999
6kv3g,0,0
7tqs0,40000,9999999
8syg1,0,0
8sybg,45000,9999999
8ptss,0,0
7clz8,0,0
8u87h,0,0
80do9,32000,9999999
8l2jf,0,0
7vzwl,0,0
8qqpd,0,0
84ipc,0,0
8vufq,28590,9999999
8dkzz,0,0
8pg8o,0,0
8w3x7,35000,9999999
8ooji,0,0
8lagd,45000,9999999
8vdch,0,0
8to63,0,0
8rxkk,0,0
8l7pj,0,0
7fcki,40000,9999999
8e0vx,0,0
7cjja,0,0
8ve47,0,0
77puv,35000,9999999
7pja3,0,0
8oxol,0,0
8kbsx,0,0
8fbf3,80000,9999999
88w5q,0,0
6joev,0,0
8hygv,0,0
8nn1a,0,0
76mjc,40000,9999999
7vu83,0,0
8vpee,33000,9999999
8ao0t,33000,9999999
8syt0,0,0
7yeuo,0,0
7ov6l,0,0
8uqfl,0,0
8e9tb,0,0
8spmo,0,0
8v9qm,32000,9999999
8bijg,0,0
8hcl7,0,0
8dg66,50000,9999999
8s160,40000,9999999
8t4kx,0,0
6wvuy,0,0
8vpei,55500,9999999
6zm22,0,0
8sa88,0,0
8rf58,40000,9999999
8vl28,0,0
8v66e,60000,9999999
8qo75,0,0
80el1,32000,9999999
8rtof,0,0
8pdmn,40000,9999999
8vpqu,0,0
8m8tr,0,0
7b5lr,0,0
7j85s,0,0
896l1,0,0
8v0vo,40000,9999999
8t2gd,0,0
8nyzd,0,0
7au9m,0,0
8l8h1,35000,9999999
69nbd,0,0
216lz,0,0
74mgf,0,0
8td2e,50000,9999999
8n4hn,0,0
7j376,0,0
7u12l,38000,9999999
8o1n7,0,0
8bu9c,0,0
8rx6v,0,0
8vtuk,0,0
883ci,0,0
8l0lz,0,0
8nty0,0,0
8k9xq,0,0
8m20q,53000,9999999
8maef,0,0
8vdam,0,0
8pmh0,0,0
8uyjz,0,0
8qjd6,0,0
8tfk8,40000,9999999
8shby,50000,9999999
70g7o,65000,9999999
8g31p,40000,9999999
8ugbf,0,0
8rm0l,35000,9999999
8t2fh,33000,9999999
8efaf,0,0
8h7dl,0,0
8vc6e,0,0
8trg8,40000,9999999
1z80w,32000,9999999
8rddx,0,0
8dq2q,50000,9999999
5cdae,32000,9999999
7rfnn,0,0
8ub8s,0,0
8erdt,32000,9999999
7wivi,0,0
