_id,description
8qrka,具備財金專業知識
8qrka,軟體程式設計
8qrka,模組化系統設計
8qrka,軟體工程系統開發
8qrka,金融專題研究分析
8qehr,AI
8qehr,機器學習
8qehr,深度學習
8qehr,人工智慧
8qehr,語言模型
8qehr,生成式AI
8qehr,軟體工程系統開發
8u7tu,系統整合分析
8u7tu,軟體工程系統開發
8u7tu,軟體程式設計
8u7tu,資料庫程式設計
8he09,功能測試(function test)
8he09,使用者測試(Usability test)
8he09,問題追蹤處理(Bug tracking)
8he09,軟體整合測試
8he09,壓力測試(stress test)
8he09,測試計劃及測試報告書撰寫
839w9,軟體程式設計
839w9,資料庫程式設計
79dy9,系統整合分析
79dy9,軟體工程系統開發
79dy9,軟體程式設計
79dy9,資料庫程式設計
7ebh4,軟體程式設計
7ebh4,軟體工程系統開發
7ebh4,資料庫程式設計
7ebh4,系統整合分析
7ebh4,結構化程式設計
7ebh4,模組化系統設計
7ebh4,系統架構規劃
7ebh4,資料庫軟體應用
7ebh4,軟體整合測試
7ebh4,功能測試(function test)
7ebh4,測試環境建置規劃
87e35,軟體工程系統開發
87e35,軟體程式設計
87e35,網路程式設計
87e35,資料庫系統管理維護
87e35,資料庫程式設計
8vznu,軟體程式設計
6det4,軟體工程系統開發
6det4,軟體品質與保證
6det4,軟體程式設計
6det4,Machine Learning
6det4,資料庫軟體應用
8i0ux,軟體工程系統開發
8i0ux,軟體程式設計
8o1vp,AI
8o1vp,軟體程式設計
8o1vp,軟體工程系統開發
8o1vp,系統整合分析
6vdrl,軟體工程系統開發
6vdrl,軟體程式設計
6vdrl,網路程式設計
86b3c,期貨交易與證券分析
86b3c,軟體工程系統開發
86b3c,軟體程式設計
8srbt,軟體整合測試
8srbt,測試計劃及測試報告書撰寫
8srbt,軟體程式設計
8srbt,結構化程式設計
8srbt,資料庫程式設計
8w28h,軟體工程系統開發
8w28h,軟體程式設計
8u9za,軟體工程系統開發
8u9za,軟體程式設計
8u9za,網路程式設計
8uruw,具備財金專業知識
8uruw,金融產品風險評估
8n23l,軟體程式設計
8n23l,結構化程式設計
8i9lj,軟體程式設計
8vtso,Machine Learning
8vtso,AI
8o1vj,自然語言處理
8o1vj,機器學習
8o1vj,系統架構規劃
8o1vj,AI
8o1vj,深度學習
8o1vj,模組化系統設計
8o1vj,軟體工程系統開發
8o1vj,資料庫軟體應用
77in7,軟體程式設計
77in7,網路程式設計
8kzwi,軟體工程系統開發
8kzwi,軟體程式設計
863mi,軟體工程系統開發
863mi,模組化系統設計
8vkm5,軟體程式設計
8vkm5,軟體工程系統開發
8vkm5,模組化系統設計
8vkm5,系統架構規劃
8vkm5,結構化程式設計
8cdue,軟體工程系統開發
8cdue,軟體程式設計
8cdue,網路程式設計
8cdue,資料庫程式設計
8cdue,資料庫軟體應用
8qhwv,軟體程式設計
8w43e,數據分析
8v85t,軟體工程系統開發
8v85t,軟體程式設計
8v85t,資料庫程式設計
8v85t,資料庫軟體應用
8v85t,資料庫系統管理維護
8v85t,系統架構規劃
8va6s,AI
8vdth,軟體程式設計
8vdth,資料庫程式設計
8vdth,系統架構規劃
8it0d,提示工程
8it0d,生成式AI
8it0d,演算法設計
8it0d,語言模型
8it0d,AI
8it0d,人工智慧
8it0d,自然語言處理
8it0d,深度學習
8it0d,機器學習
8it0d,Machine Learning
8it0d,軟體程式設計
80bmw,軟體工程系統開發
80bmw,軟體程式設計
8us6f,系統架構規劃
8us6f,軟體工程系統開發
8us6f,軟體程式設計
8us6f,網路程式設計
8us6f,資料庫程式設計
8us6f,資料庫軟體應用
7of3d,軟體工程系統開發
7of3d,軟體程式設計
7of3d,網路程式設計
7of3d,資料庫程式設計
8w3s4,系統架構規劃
8v6q8,統計軟體操作
8v6q8,數據分析
8tgvu,期貨交易與證券分析
8tgvu,軟體工程系統開發
8tgvu,軟體程式設計
89a38,系統架構規劃
89a38,軟體程式設計
8w2v7,軟體工程系統開發
8w2v7,深度學習
8w2v7,自然語言處理
8w2v7,AI
8w2v7,人工智慧
8w2v7,生成式AI
8w2v7,提示工程
8w2v7,軟體程式設計
89i4t,系統架構規劃
89i4t,系統整合分析
89i4t,軟體工程系統開發
89i4t,軟體程式設計
89i4t,資料庫系統管理維護
89i4t,資料庫程式設計
89i4t,資料庫軟體應用
8ulmp,軟體程式設計
8ulmp,軟體工程系統開發
8ulmp,資料庫軟體應用
86cbh,生成式AI
86cbh,深度學習
86cbh,AI
86cbh,機器學習
86cbh,自然語言處理
86cbh,人工智慧
86cbh,語言模型
86cbh,Machine Learning
8vn0j,Machine Learning
8vn0j,機器學習
8vn0j,深度學習
8dhvi,人工智慧
8dhvi,AI
8vsla,軟體程式設計
8vsus,產品開發
8vsus,軟體程式設計
8vsus,資料庫程式設計
86auy,系統整合分析
86auy,軟體程式設計
86auy,資料庫程式設計
7tib9,報表彙整與管理
7tib9,文件或資料輸入建檔處理
7tib9,文件檔案資料處理、轉換及整合工作
7tib9,專案時間╱進度控管
7tib9,專案溝通╱整合管理
7tib9,負責文件更新、發行、審核與跟催作業
7tib9,辦理檔案調出、收回、催還、整理及上架
7tib9,結帳作業與帳務處理
7tib9,會計核算和帳務處理
7tib9,編製帳務報表
3o5cn,市場調查資料分析與報告撰寫
3o5cn,統計軟體操作
7evi2,系統架構規劃
7evi2,軟體程式設計
7evi2,資料庫程式設計
8jz7u,系統架構規劃
8jz7u,生成式AI
8jz7u,提示工程
8jz7u,語言模型
8jz7u,AI
8jz7u,人工智慧
8jz7u,深度學習
8jz7u,機器學習
8jz7u,軟體程式設計
8jz7u,系統整合分析
8uhgu,軟體整合測試
8uhgu,測試計劃及測試報告書撰寫
8uhgu,軟體品質與保證
8uhgu,安全性測試(Security test)
8uhgu,AI
8vupu,具備財金專業知識
8vupu,金融市場分析與資料蒐集
8vupu,金融產品風險評估
8vupu,產業分析與財務評估的能力
8vupu,金融專題研究分析
8bqzx,作業系統基本操作
6vhj8,系統架構規劃
6vhj8,軟體工程系統開發
6vhj8,軟體程式設計
8sbho,軟體程式設計
8sbho,進行生藥與藥學研究發展
8sbho,Machine Learning
8sbho,結構化程式設計
8sbho,機器學習
8fm9f,作業系統基本操作
8fm9f,網路資料傳輸
8fm9f,通訊工作安全
8fm9f,網路系統配置
8fm9f,資料備份與復原
8fm9f,網路架設佈線
8fm9f,資料庫系統管理維護
8fm9f,資訊設備環境設定
8fm9f,系統維護操作
8fm9f,軟體整合測試
8fm9f,測試環境建置規劃
8fm9f,壓力測試(stress test)
8fm9f,測試計劃及測試報告書撰寫
8fm9f,問題追蹤處理(Bug tracking)
8fm9f,安全性測試(Security test)
4u9yz,Machine Learning
8syzj,數據分析
8vw61,AI
8vw61,機器學習
8vw61,深度學習
8vw61,自然語言處理
8vw61,人工智慧
8vw61,演算法設計
868l6,軟體工程系統開發
868l6,軟體程式設計
8viql,作業系統基本操作
8viql,軟體工程系統開發
8viql,軟體程式設計
7s7c8,AI
79idb,Machine Learning
79idb,機器學習
79idb,深度學習
79idb,人工智慧
79idb,語言模型
79idb,AI
8jxww,軟體程式設計
8q79p,系統整合分析
8q79p,軟體品質與保證
8q79p,功能測試(function test)
8q79p,使用者測試(Usability test)
8q79p,問題追蹤處理(Bug tracking)
8q79p,軟體整合測試
8q79p,測試環境建置規劃
8q79p,測試計劃及測試報告書撰寫
8v00p,數據分析
8rf0p,系統架構規劃
8rf0p,軟體整合測試
8rf0p,系統整合分析
8rf0p,功能測試(function test)
8rf0p,軟體工程系統開發
8hphc,數位晶片產品開發
7uazx,客訴案件處理
7uazx,產品介紹及解說銷售
7uazx,資訊設備操作檢修
7uazx,資訊設備環境設定
8phod,軟體程式設計
8phod,軟體工程系統開發
8phod,系統架構規劃
8phod,系統整合分析
8txvy,系統架構規劃
8txvy,系統整合分析
8txvy,軟體工程系統開發
8txvy,軟體程式設計
8edl5,軟體程式設計
7bc53,韌體工程開發
7bc53,韌體程式設計
8uxe9,市場調查資料分析與報告撰寫
8uxe9,數據分析
7tkdx,行政事務處理
7tkdx,報表彙整與管理
7tkdx,文件或資料輸入建檔處理
8vbn8,人工智慧
8vbn8,機器學習
8vu3g,測試計劃及測試報告書撰寫
8vu3g,功能測試(function test)
8vu3g,測試環境建置規劃
8vu3g,使用者測試(Usability test)
8vu3g,軟體整合測試
8vu3g,規劃並執行品質管理系統
8vu3g,問題追蹤處理(Bug tracking)
8vu3g,軟體品質與保證
7dpwf,系統整合分析
7dpwf,軟體程式設計
7dpwf,資料庫系統管理維護
7dpwf,資料庫程式設計
7dpwf,資料庫軟體應用
8tw56,語言模型
8tw56,AI
8tw56,機器學習
6ttpk,軟體整合測試
6ttpk,測試計劃及測試報告書撰寫
6ttpk,自動化設備／系統介面之維護改善
8v5zm,產品開發
8v5zm,軟體程式設計
8v5zm,資料庫程式設計
7rfk2,文書處理╱排版能力
7rfk2,報表彙整與管理
7rfk2,文件或資料輸入建檔處理
7rfk2,文件檔案資料處理、轉換及整合工作
8o4hy,軟體程式設計
8o4hy,韌體工程開發
8o4hy,Machine Learning
8o4hy,AI
8vuq1,軟體程式設計
8vuq1,軟體工程系統開發
8scdw,AI
8scdw,生成式AI
8scdw,機器學習
8scdw,深度學習
8scdw,電腦視覺
8ripk,軟體工程系統開發
8ripk,軟體程式設計
8ripk,AI
8ripk,系統整合分析
8ripk,資料庫軟體應用
5x6rx,軟體工程系統開發
5x6rx,韌體工程開發
5x6rx,軟體程式設計
8ktwx,伺服器網站管理維護
8ktwx,資訊設備環境設定
8ktwx,系統架構規劃
8ktwx,系統整合分析
8ktwx,網路資料傳輸
8ktwx,軟體程式設計
8ktwx,機器學習
8ktwx,深度學習
8ktwx,自然語言處理
8ktwx,軟體工程系統開發
8nhbg,安裝與維護網路安全系統
8nhbg,設計網路安全系統
8nhbg,網路安全架構分析與設計
8nhbg,規劃與管理入侵防護系統（IPS）
8nhbg,規劃與管理網路入侵檢測系統（NIDS）
7sx7j,系統整合分析
7sx7j,軟體工程系統開發
7sx7j,軟體程式設計
7sx7j,網路程式設計
7sx7j,資料庫系統管理維護
7sx7j,資料庫軟體應用
7sx7j,網路安全架構分析與設計
7f52h,系統整合分析
7f52h,模組化系統設計
7f52h,Machine Learning
7f52h,資料庫系統管理維護
8u2py,督導人員工作績效
8u2py,危機與議題管理
8u2py,協商談判能力
8u2py,部門績效目標管理
8u2py,品牌行銷管理
8u2py,業務或通路開發
8u2py,業績目標分配與績效達成
8u2py,客戶情報蒐集
8u2py,AI
8ix5r,資料庫程式設計
8ix5r,資料庫軟體應用
8ix5r,系統架構規劃
8ix5r,AI
8ix5r,結構化程式設計
8ix5r,軟體程式設計
8ix5r,測試計劃及測試報告書撰寫
8ix5r,軟體整合測試
8ix5r,問題追蹤處理(Bug tracking)
8ix5r,軟體工程系統開發
8ix5r,系統整合分析
86aui,軟體工程系統開發
86aui,軟體程式設計
8nh6s,伺服器網站管理維護
8nh6s,資訊設備環境設定
8u9yr,軟體程式設計
8u9yr,軟體工程系統開發
8u9yr,AI
8o4g1,系統架構規劃
8vwj9,功能測試(function test)
8vwj9,使用者測試(Usability test)
8vwj9,問題追蹤處理(Bug tracking)
8vwj9,軟體整合測試
8vwj9,測試環境建置規劃
7xem0,系統架構規劃
7xem0,軟體程式設計
7xem0,資料庫軟體應用
7xem0,企業資源規劃管理(ERP)
7hf8u,軟體程式設計
7hf8u,網路程式設計
8pth3,軟體程式設計
8pth3,Machine Learning
8pth3,AI
8pth3,數據分析
8tfut,軟體程式設計
8tfut,資料庫程式設計
8jxgl,軟體程式設計
8jxgl,Machine Learning
7nlpu,軟體程式設計
7nlpu,Machine Learning
7bdre,作業系統基本操作
7bdre,軟體工程系統開發
7bdre,軟體程式設計
827of,系統架構規劃
827of,軟體工程系統開發
827of,軟體程式設計
8vwz4,AI
8vwz4,機器學習
8tj3r,電子電路設計
8tj3r,類比IC電路設計
8tj3r,數位晶片產品開發
8tj3r,數位電路分析設計
8tj3r,類比電路設計
82fm4,韌體整合測試
82fm4,韌體程式設計
82fm4,電子電路設計
7adje,系統架構規劃
7adje,軟體程式設計
7adje,資料庫程式設計
7adje,資料庫軟體應用
8d9q5,視覺設計相關知識
8d9q5,電腦繪圖軟體操作
8vq2s,AI
8vq2s,資料庫軟體應用
8vq2s,資料庫程式設計
8vq2s,系統整合分析
889qn,資料庫系統管理維護
889qn,資料庫程式設計
8qtc6,軟體工程系統開發
8qtc6,軟體程式設計
7zniz,市場調查資料分析與報告撰寫
7zniz,市場供應資訊蒐集評估分析
8vfap,軟體程式設計
8vfap,網路程式設計
8ttxa,具備人力資源相關知識
8ttxa,績效與薪酬管理
8ttxa,薪資與績效獎酬辦法設計
8ttxa,職務分析與職等設計
85p23,電子電路設計
85p23,類比IC電路設計
8w0v6,軟體程式設計
6purq,軟體程式設計
8jf4u,調查樣本統計分析
8jf4u,申請與執行研究計畫
8jf4u,撰寫研究報告與論文
8bhd6,伺服器網站管理維護
8bhd6,網路程式設計
8bhd6,資料庫系統管理維護
8bhd6,資料庫程式設計
8bhd6,視覺設計相關知識
7gsl1,軟體工程系統開發
7gsl1,軟體程式設計
8uhqz,軟體整合測試
8uhqz,測試計劃及測試報告書撰寫
8uhqz,軟體品質與保證
8uhqz,安全性測試(Security test)
8uhqz,AI
7dgf0,系統架構規劃
7dgf0,系統維護操作
7dgf0,軟體工程系統開發
7dgf0,軟體程式設計
7dgf0,資料庫程式設計
3omui,作業系統基本操作
3omui,軟體工程系統開發
3omui,韌體工程開發
3omui,功能測試(function test)
3omui,測試計劃及測試報告書撰寫
3omui,軟體程式設計
3omui,韌體程式設計
7zvdt,系統架構規劃
7zvdt,系統維護操作
7zvdt,系統架構規劃與維護
7zvdt,系統導入
7zvdt,系統整合分析
8sbi5,軟體程式設計
8sbi5,進行生藥與藥學研究發展
8sbi5,Machine Learning
8sbi5,結構化程式設計
8sbi5,機器學習
8sbi5,生成式AI
8sbi5,AI
8sbi5,深度學習
8mcsu,系統架構規劃
8mcsu,系統維護操作
8mcsu,系統整合分析
8mcsu,軟體工程系統開發
8mcsu,軟體品質與保證
8mcsu,企業資源規劃管理(ERP)
8mcsu,系統架構規劃與維護
8mcsu,專案管理軟體操作
8lbae,專案成本╱品質╱風險管理
8lbae,專案時間╱進度控管
8lbae,專案規劃執行╱範圍管理
8lbae,專案溝通╱整合管理
8lbae,專案管理架構及專案說明
8lbae,市場趨勢分析
8lbae,數據分析
8v3a4,AI
8v3a4,機器學習
8vuuq,軟體工程系統開發
8vuuq,資料庫程式設計
8vuuq,軟體程式設計
8vuuq,系統架構規劃
8te5j,軟體工程系統開發
8te5j,軟體程式設計
477n9,網路安全架構分析與設計
477n9,設計網路安全系統
82ow9,系統架構規劃
82ow9,系統整合分析
82ow9,軟體工程系統開發
82ow9,軟體程式設計
82ow9,資料庫軟體應用
8lrzp,模組化系統設計
8lrzp,系統架構規劃
8lrzp,網路程式設計
8lrzp,韌體程式設計
8lrzp,結構化程式設計
8lrzp,軟體程式設計
8lrzp,韌體整合測試
8lrzp,軟體整合測試
8lrzp,問題追蹤處理(Bug tracking)
8lrzp,資料通訊與網路應用
8lrzp,網路資料傳輸
8lrzp,韌體工程開發
8lrzp,軟體品質與保證
8lrzp,軟體工程系統開發
8lrzp,軟硬體設備成本控制
8lrzp,系統整合分析
8lrzp,系統維護操作
8v8bf,軟體品質與保證
8v8bf,系統架構規劃與維護
8v8bf,軟體程式設計
8v8bf,軟體整合測試
8v8bf,測試計劃及測試報告書撰寫
8v8bf,系統維護操作
8mvrc,功能測試(function test)
8mvrc,測試計劃及測試報告書撰寫
8mvrc,問題追蹤處理(Bug tracking)
8mvrc,測試環境建置規劃
8mvrc,使用者測試(Usability test)
8mvrc,安全性測試(Security test)
8mvrc,軟體整合測試
8mvrc,軟體品質與保證
8v4qf,數位電路驗證
8v4qf,硬體系統研發設計
8v4qf,電子電路設計
8v4qf,電路板佈局規劃
8v4qf,PCB電路板圖表繪製
8qluu,軟體程式設計
8qluu,軟體工程系統開發
8qluu,資料庫程式設計
8qluu,資料庫軟體應用
8qluu,系統整合分析
8qluu,系統架構規劃
8f6tx,軟體工程系統開發
8f6tx,功能測試(function test)
8f6tx,問題追蹤處理(Bug tracking)
8f6tx,軟體整合測試
8f6tx,測試計劃及測試報告書撰寫
8f6tx,軟體程式設計
8f6tx,光學元件檢測儀器設計
8f6tx,規劃、維護自動控制系統
6sfcs,軟體程式設計
6liq7,資料庫系統管理維護
6liq7,資料庫程式設計
6liq7,資料庫軟體應用
85lsy,光電工程技術開發
85lsy,光學元件檢測儀器設計
85lsy,光學系統研發設計
85lsy,光學系統測試分析
85lsy,光學電子整合開發
85lsy,光學模擬分析作業
8v0if,伺服器網站管理維護
8v0if,作業系統基本操作
8v0if,資料備份與復原
8v0if,資訊設備環境設定
8v0if,資料庫系統管理維護
8syby,軟體程式設計
8cx69,系統架構規劃
8cx69,軟體工程系統開發
8cx69,軟體程式設計
7mof7,功能測試(function test)
7mof7,問題追蹤處理(Bug tracking)
7mof7,測試計劃及測試報告書撰寫
82l4y,功能測試(function test)
82l4y,問題追蹤處理(Bug tracking)
82l4y,軟體整合測試
82l4y,測試環境建置規劃
82l4y,測試計劃及測試報告書撰寫
87c1w,網頁語法撰寫
87c1w,AI
5o7vg,網頁語法撰寫
5o7vg,系統架構規劃
5o7vg,網路程式設計
5o7vg,軟體程式設計
5o7vg,軟體整合測試
5o7vg,問題追蹤處理(Bug tracking)
5o7vg,功能測試(function test)
5o7vg,資料通訊與網路應用
5o7vg,網路資料傳輸
5o7vg,軟體品質與保證
5o7vg,軟體工程系統開發
6vncx,數據分析
7trsb,網站流量成效追蹤
7trsb,系統維護操作
7trsb,系統整合分析
7trsb,軟體工程系統開發
7trsb,模組化系統設計
7trsb,系統架構規劃與維護
83q2e,專案成本╱品質╱風險管理
83q2e,專案時間╱進度控管
83q2e,專案規劃執行╱範圍管理
83q2e,專案溝通╱整合管理
83q2e,專案管理架構及專案說明
83q2e,協商談判能力
83q2e,提案與簡報技巧
83q2e,產品策略
8s6bz,申請與執行研究計畫
8t3oy,Machine Learning
8t3oy,語言模型
8t3oy,演算法設計
8t3oy,機器學習
8uacf,專案時間╱進度控管
8uacf,專案規劃執行╱範圍管理
8uacf,撰寫研究報告與論文
8uacf,申請與執行研究計畫
8uacf,AI
8uacf,網路程式設計
8uacf,系統架構規劃
8uacf,資料庫軟體應用
8uacf,資料庫程式設計
8uacf,文書處理軟體操作
8uacf,專案管理軟體操作
8uacf,簡報軟體操作
8utb8,AI
8utb8,機器學習
8utb8,資料庫程式設計
8utb8,模組化系統設計
8utb8,軟體程式設計
8utb8,自然語言處理
8utb8,深度學習
8utb8,語言模型
7u6ny,系統整合分析
7u6ny,文書處理軟體操作
7u6ny,簡報軟體操作
8uert,資料庫程式設計
8uert,資料庫系統管理維護
8uert,伺服器網站管理維護
8t1cx,軟體程式設計
8uxvj,軟體程式設計
8uxvj,結構化程式設計
8uxvj,軟體工程系統開發
8uxvj,系統架構規劃
8uxvj,軟體品質與保證
8rmhd,軟體工程系統開發
8rmhd,軟體程式設計
8rmhd,資料庫程式設計
8rmhd,系統架構規劃
8rmhd,軟體品質與保證
8ta3u,軟體程式設計
8ta3u,資料庫系統管理維護
8ta3u,網路系統危機管理
8p6el,軟體程式設計
8v92t,專案時間╱進度控管
8v92t,專案規劃執行╱範圍管理
8v92t,專案溝通╱整合管理
8v92t,專案管理架構及專案說明
8v92t,協商談判能力
8tm23,軟體工程系統開發
8tm23,軟體程式設計
8tm23,網路程式設計
8tm23,資料庫程式設計
7hzhp,網頁軟體操作
7hzhp,網頁語法撰寫
7k1tw,軟體工程系統開發
7k1tw,軟體程式設計
7k1tw,網路程式設計
8r19c,AI
8r19c,系統架構規劃與維護
8r19c,系統整合分析
7ovi4,系統整合分析
7ovi4,軟體工程系統開發
7ovi4,韌體工程開發
7ovi4,軟體整合測試
7ovi4,韌體整合測試
7ovi4,軟體程式設計
7ovi4,韌體程式設計
6omzw,軟體工程系統開發
6omzw,韌體工程開發
8e0qu,軟體工程系統開發
8e0qu,軟體程式設計
8e0qu,模組化系統設計
8uy0z,軟體程式設計
8uy0z,結構化程式設計
8uy0z,軟體工程系統開發
8uy0z,系統架構規劃
8uy0z,軟體品質與保證
8tn3e,軟體程式設計
8tn3e,軟體工程系統開發
8fvcr,Machine Learning
8fvcr,資料庫軟體應用
8tq4p,AI
8tq4p,語言模型
7ez67,專案時間╱進度控管
7ez67,專案規劃執行╱範圍管理
7ez67,專案溝通╱整合管理
7ez67,提案與簡報技巧
7ez67,統計軟體操作
7ez67,軟體程式設計
6f8mk,伺服器網站管理維護
6f8mk,AI
6f8mk,生成式AI
6f8mk,資料庫系統管理維護
6f8mk,資料庫程式設計
6f8mk,資料庫軟體應用
6x70p,伺服器網站管理維護
6x70p,系統架構規劃與維護
6x70p,資料庫系統管理維護
6x70p,系統維護操作
6x70p,資料備份與復原
6x70p,作業系統基本操作
7yyvh,軟體品質與保證
7yyvh,功能測試(function test)
7yyvh,使用者測試(Usability test)
7yyvh,軟體整合測試
7yyvh,測試計劃及測試報告書撰寫
8apl8,AI
8apl8,語言模型
8apl8,自然語言處理
8apl8,提示工程
8v3ae,AI
8v3ae,機器學習
8q8zl,AI
8q8zl,軟體程式設計
8q8zl,結構化程式設計
8q8zl,系統整合分析
8q8zl,資料庫軟體應用
8q8zl,模組化系統設計
7gu74,系統整合分析
7gu74,軟體工程系統開發
7gu74,軟體程式設計
7gu74,資料庫程式設計
7c3kc,文件或資料輸入建檔處理
7dmt5,軟體程式設計
8761y,系統架構規劃
8761y,系統整合分析
8761y,軟體工程系統開發
8761y,軟體品質與保證
8761y,問題追蹤處理(Bug tracking)
8761y,軟體整合測試
8761y,軟體程式設計
8761y,結構化程式設計
8761y,模組化系統設計
8pq48,語言模型
8pq48,自然語言處理
8pq48,機器學習
8pq48,深度學習
8tkj0,Machine Learning
8tkj0,資料庫程式設計
8kboa,軟體工程系統開發
8kboa,軟體程式設計
8vn90,金融市場分析與資料蒐集
8vn90,金融專題研究分析
8vn90,投資評估報告撰寫
8vn90,具備財金專業知識
8vn90,財富管理規劃諮詢
8vn90,基金保險理財售後服務
8vn90,財務金融與風險管理
8vn90,財務策略建議與分析
8vn90,財務及營業分析
8vn90,財務規劃與投資管理
8vn90,產業分析與財務評估的能力
8vn90,理財規劃實務與工具運用
8vn90,金融產品風險評估
8n46u,AI
8vs0s,進行教學成果評量
8vs0s,擬訂教學計畫
8vs0s,規劃與執行教學活動
8vs0s,設計規劃教材及教具
8vs0s,研討會／講座活動規劃與執行
7mgua,提案與簡報技巧
7mgua,網路活動規劃與執行
7mgua,市場調查企劃與執行
7mgua,市場調查資料分析與報告撰寫
7mgua,問卷設計
7mgua,統計軟體操作
7mgua,調查樣本統計分析
6o899,軟體工程系統開發
6o899,韌體工程開發
8qlik,系統架構規劃
8qlik,軟體工程系統開發
8qlik,軟體程式設計
8qlik,資料庫程式設計
8q25f,軟體工程系統開發
8q25f,軟體程式設計
8q25f,模組化系統設計
8q25f,系統整合分析
8qlbk,系統架構規劃
8qlbk,軟體工程系統開發
8qlbk,軟體程式設計
8qlbk,資料庫程式設計
8r4fj,AI
8r4fj,提示工程
85ode,專案成本╱品質╱風險管理
85ode,專案時間╱進度控管
85ode,專案規劃執行╱範圍管理
85ode,專案溝通╱整合管理
8uqhp,軟體程式設計
8uqhp,AI
8vyz9,資料庫軟體應用
8vyz9,結構化程式設計
8vyz9,模組化系統設計
8vyz9,韌體工程開發
8vyz9,軟體程式設計
8j1zb,數據分析
8v527,AI
8v527,機器學習
8v527,深度學習
8v527,自然語言處理
8v527,語言模型
8snfb,資訊設備環境設定
8urib,電腦繪圖軟體操作
8urib,繪圖工具與軟體操作
85i67,軟體工程系統開發
85i67,軟體品質與保證
85i67,軟體程式設計
85i67,結構化程式設計
85i67,模組化系統設計
85i67,資料庫程式設計
8w390,網路活動規劃與執行
8w390,廣告效益評估
8w390,行銷宣傳預算編製與控管
8w390,市場調查企劃與執行
8w390,專案時間╱進度控管
8w390,數據分析
8w390,市場趨勢分析
8w390,競品分析
8w390,消費者行為
8vlw8,AI
8vlw8,生成式AI
8vu3v,軟體工程系統開發
8vu3v,功能測試(function test)
8vu3v,軟體程式設計
8vu3v,韌體程式設計
8qy9h,專案溝通╱整合管理
8qy9h,財務及營業分析
8qy9h,提案與簡報技巧
8qy9h,市場調查資料分析與報告撰寫
8qy9h,財務策略建議與分析
8rdva,AI
8rdva,機器學習
8mki1,機器學習
8mki1,深度學習
8mki1,生成式AI
8mki1,自然語言處理
8mki1,AI
8tho5,生成式AI
8tho5,提示工程
8tho5,自然語言處理
8tho5,語言模型
8tho5,AI
8tho5,演算法設計
8cxgu,系統架構規劃
8cxgu,軟體工程系統開發
8cxgu,軟體程式設計
6v618,軟體工程系統開發
6v618,軟體程式設計
8vsfj,具備財金專業知識
8vsfj,金融市場分析與資料蒐集
73510,軟體程式設計
73510,Machine Learning
73510,資料庫程式設計
75r27,軟體工程系統開發
75r27,軟體程式設計
75r27,網路程式設計
75r27,資料庫程式設計
8cnbo,軟體工程系統開發
8cnbo,軟體程式設計
8cnbo,資料庫程式設計
8uzxi,機械產品故障排除檢修
8uzxi,設備器材使用及維護
8uzxi,電機設備保養修護
8uzxi,改善設備問題及功能提昇
8vwlx,機械產品故障排除檢修
8vwlx,設備器材使用及維護
8vwlx,電機設備保養修護
8vwlx,改善設備問題及功能提昇
8qxu5,資料庫程式設計
8qxu5,資料庫系統管理維護
8qxu5,資料庫軟體應用
8qxu5,軟體工程系統開發
8qxu5,軟體程式設計
8qxu5,系統架構規劃
88qc7,軟體程式設計
8qbcr,軟體程式設計
8qbcr,資料庫程式設計
8rerd,金融市場分析與資料蒐集
8rerd,具備財金專業知識
