_id,description
7ebh4,Go
7ebh4,Node.js
7ebh4,Linux
7ebh4,Github
7ebh4,Git
7ebh4,SaaS
7ebh4,MySQL
7ebh4,VueJS
7ebh4,AngularJS
87e35,Java
87e35,Python
87e35,AWS
87e35,Python
7csnw,Python
8vznu,Git
8vznu,Python
8osoz,PostgreSQL
8i1yr,OOP
8i1yr,Git
6det4,Python
6det4,R
6det4,ETL
6det4,Python
6det4,Linux
8i0ux,Python
7m6kb,PostgreSQL
7m6kb,Python
7m6kb,PHP
7m6kb,Prompt
8o1vp,NLP
8o1vp,LLM
8o1vp,Java
8o1vp,Python
8o1vp,Python
5pxb7,Python
5pxb7,Excel
6vdrl,Outlook
86b3c,PowerPoint
86b3c,Word
86b3c,中文打字20~50
86b3c,Node.js
86b3c,Python
86b3c,Linux
8srbt,MySQL
8srbt,JavaScript
8srbt,Shell
8srbt,Python
8srbt,ETL
8srbt,Github
8tfqn,Django
8tfqn,Python
8w28h,C++
8w28h,Python
8w28h,Python
8w28h,Linux
8vo9k,NLP
8vo9k,Prompt
8u9za,CSS
8i9lj,Linux
8vtso,Python
8vtso,AWS
8vtso,C#
8vtso,PostgreSQL
8vtso,HTML
8vtso,JavaScript
7wutt,ReactJS
7wutt,AngularJS
7wutt,VueJS
8ntrt,Angular
8ntrt,NLP
8ntrt,LLM
8ntrt,Python
8ntrt,PHP
8ntrt,ReactJS
8ntrt,VueJS
8ntrt,HTML
8ntrt,MySQL
8o1vj,CSS
8o1vj,Github
8o1vj,Python
8o1vj,Data Modeling
8o1vj,MySQL
8o1vj,PL/SQL
8o1vj,Node.js
8o1vj,Python
8o1vj,PostgreSQL
77in7,AWS
77in7,Python
77in7,PostgreSQL
77in7,PL/SQL
77in7,Java
77in7,Java
8kzwi,PHP
8kzwi,Python
8kzwi,Linux
8vkm5,UML
8vkm5,Github
8vkm5,Git
8vkm5,Python
8bj3i,ETL
8bj3i,MySQL
8bj3i,PostgreSQL
8cdue,RDBMS
8cdue,AWS
8cdue,Django
8cdue,Python
8cdue,Python
8cdue,Oracle
8cdue,MySQL
8cdue,Git
8cdue,Python
8cdue,Github
8cdue,Python
8qhwv,Python
8v85t,MySQL
8v85t,PostgreSQL
8v85t,RDBMS
8v85t,Cloud
8va6s,Linux
8va6s,Python
8u1ur,PyTorch
8vdth,tensorflow
8vdth,MySQL
8vdth,PostgreSQL
8vdth,Django
8vdth,Python
8vdth,Scrum
8vdth,AWS
8vdth,Java
8kgx8,Python
8kgx8,Go
8kgx8,Linux
8kgx8,Git
8kgx8,Python
8kgx8,PostgreSQL
80bmw,JavaScript
80bmw,Django
80bmw,Python
8j3s8,Excel
8j3s8,Outlook
8j3s8,PowerPoint
7izdv,Word
7izdv,中文打字20~50
7izdv,Linux
7izdv,Git
7izdv,Python
7izdv,Python
8tgvu,Git
8tgvu,Linux
8tgvu,Git
8tgvu,Python
8tgvu,PostgreSQL
8tgvu,Python
89a38,Git
89a38,Java
89a38,Spring
8vhlk,Socket
8vhlk,Linux
8p1gz,Python
8p1gz,AWS
8p1gz,HTML
8p1gz,JavaScript
6xtfl,CSS
7evi2,
7evi2,
7evi2,
7evi2,
7wutg,
7wutg,
7wutg,
7wutg,
7wutg,
7wutg,
,Linux
,Python
,Git
,Python
,PostgreSQL
,Python
,LLM
,CSS
,Git
,LLM
